UserID,User_6251,User_6575,User_7346,User_11676,User_13552,User_16795,User_17950,User_21014,User_23872,User_23902,User_28634,User_30735,User_35857,User_35859,User_37712,User_37950,User_43246,User_46398,User_52584,User_53174,User_56447,User_66942,User_68555,User_69389,User_70666,User_73681,User_75819,User_88693,User_88733,User_89602,User_91113,User_93047,User_95359,User_95932,User_101851,User_102647,User_104636,User_105028,User_105517,User_105979,User_107784,User_110912,User_110934,User_113270,User_126492,User_135149,User_136382,User_140000,User_140358,User_147847,User_148744,User_150979,User_153662,User_158295,User_158433,User_159506,User_162639,User_164323,User_165308,User_170513,User_177432,User_187145,User_187256,User_196077,User_200226,User_203240,User_204864,User_210485,User_211426,User_214786,User_220688,User_224349,User_225763,User_226965,User_227705,User_229741,User_231210,User_232945,User_235282,User_236340,User_236757,User_241980,User_242083,User_245410,User_255489,User_258534,User_261829,User_265115,User_270713,User_271448,User_274004
158295,0,1.0,1.0,-0.139,0,0.982,0,0,0,0,0,0,0,-1.0,0,0.8165,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1336,0,0.5,0,-1.0,0,0,0,0.7736,0,0,0,0,0,-1.0,0,0,1.0,0,0,0,0.866,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,-0.9449,0,0,-0.8783,1.0,0.5,0.866,0,0,0,0,0
158433,0,0,0,-0.069,0,-0.2335,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,1.0,0,0,0,-1.0,0,0,0,0,0,0,0.4226,-0.5,0.5,1.0,0.0,1.0,0,0,-1.0,0.5774,0,0,0,0,0,0,0,0.5,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,-1.0,0.866,0,0,0,0,1.0,1.0,0,0.982
159506,0,0,0,-0.375,0,-1.0,0,0,0,0.866,0,-0.5,0,0,0,0.9449,0,0,0,0,0,-0.5,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.866,-0.4444,0,0,0,0.6621,0,1.0,0,0,0.866,0.3273,0,0,0,-1.0,0,-0.2697,0,0,1.0,0,0,0,0,0,-1.0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0.189,0,0,0,0,-0.5,0,-0.5,-0.21,0,1.0,-0.8165,0,0,0,0,0
162639,0.5,1.0,0.866,-0.4563,0,-1.0,0,0,0,0,0.9428,0,1.0,-1.0,1.0,-1.0,-1.0,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,-1.0,0,0.0,0,0,0,0,0,0,0,0,-0.4082,0.0,0,0,-1.0,-0.866,0,0,0,-0.866,1.0,0,0,0,0,1.0,0,1.0,0.9682,0,0,0,0.8552,0,0,-1.0,0.866,0,0,-0.2774,0,0,1.0,0,-0.527,0,0,0,0,0,0,1.0,1.0,0,0,-0.866,0.866,0,-1.0,0
164323,0,1.0,0,-0.6339,0,0.866,0,0,0,-0.866,0.7906,0,0,0,0,-1.0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,-1.0,0,0,0.1001,0,0,1.0,0.6508,0,1.0,1.0,0,-1.0,-1.0,1.0,-0.5,0,0,-0.14,0,0,0,0,0,0.866,0,0,0,1.0,0,0,0,0,0,0,0,0,0,-0.1741,0,0,0,0,0,0,0,0,0,1.0,-1.0,0.803,0,0,0.0,0.0,0.866,0,0,0,0,0,0.866
165308,1.0,0,-1.0,0.2663,0,-0.189,0,0.0801,0,1.0,-1.0,0,0,0,0.6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0.6489,0,0,1.0,-0.866,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0.3273,0,0,1.0,-0.9567,0,0,-0.7559,-1.0,0,0,-0.5,0,0,0,0,-0.7071,0,0,0,0,-0.9959,0,0,0,1.0,0,0,-1.0,-1.0,-0.4286,0
170513,0,0,0,-0.393,0,-0.3273,0,0,0,0,0,0,0,1.0,-1.0,0,1.0,0,1.0,0,0,0,1.0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0.5774,0,0,1.0,0,0,0,0,0.5,0,0,0,0,0,0.9682,0,0.3273,1.0,0,0,0,0,0,0,1.0,-0.5,0,0,0,0,0,0,0,-0.5,0,0,0,0,1.0,0,-0.5222,0,0,0,0,0,0,1.0,0
177432,0,0,0,0.5604,0,0.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.803,-1.0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,1.0,0,0.0,0,0,0.5,0,0,0,-1.0,0,1.0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0
187145,0,0,0,-0.4937,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,-1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
187256,0,0,0,0.2212,0,1.0,0,-1.0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-1.0,0,0,0,0,0,0.2402,0,1.0,1.0,0,0.9449,0,0,0,0,0,0,0,0,-0.3333,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,-0.9449,0,-0.9449,-1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0.982,0,0,0,-0.9959,0.0747,0
196077,0,0,0,-0.4246,0,-1.0,0,1.0,0,0,1.0,0,0,0,-1.0,-1.0,-0.803,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,0,0,0,0,0,0,1.0,-0.3974,0,0,0,0,-0.8528,0,0,0,0,0,0,0,0,0,0.8552,0,-0.9567,0,0,0,-0.9449,1.0,0,-1.0,0.6882,0.0,0,0,1.0,0,0,0,0,0.9449,-1.0,0,0,0,0.6623,0,0,0,-1.0,0,0,1.0,0.5,-0.9449,0
200226,0,0,-1.0,-0.3811,0,0.0,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0,0,0,0,0.5,0,0,1.0,0.4264,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,-0.5,1.0,-0.5,1.0,0,1.0,0,0
203240,0,0,0,0.2352,0,-0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.189,-0.3273,0,0,0.9537,0,0,0,0,0,0,0,0,-0.982,0,0,0,-1.0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,-0.9449,-1.0,0,1.0,-0.1021,0,0,0,0,0,1.0,0,-1.0,0,-0.189,0,0,0,-1.0,0,0,0,0,0,0,0,-1.0,-1.0,0
204864,0.6831,0,0,0.0,0,0.0168,0,1.0,0,0,0,0,0,0,0,1.0,0,0.3333,0,0,-1.0,0,0,0,0,-0.4201,0,-1.0,1.0,0.0,0,0,0.4641,0,0,0,0,0,0,0,0,0.2534,0,1.0,0.6547,0,0,1.0,0,0,0.6934,0,1.0,0,0,0,-1.0,0,-0.7559,1.0,0.0,0,-1.0,0.6882,0,-0.1021,1.0,1.0,0,0,0,0,0,0,0,0,0.9177,0,-0.5447,0,1.0,0,0,0,-0.866,0,-0.4472,0,0,-0.8165,0
210485,0,0,-0.5,0.0933,0,0.4924,0,0,0,0,0,0,0.9439,0,1.0,0,0,0,0,0,0,-0.866,0,0,1.0,0,0,1.0,-1.0,0.8478,1.0,0,0.9272,0,0,0,-0.5,1.0,0,0,-0.9435,0,0.0,-0.866,0,-1.0,1.0,-1.0,0,0,-0.5,0,0,0,1.0,1.0,0.866,-0.1741,-1.0,-0.5,0,0,1.0,0.0,0,0,1.0,1.0,0,0,0,0.7559,0,0,1.0,0,0.9449,0,0.189,0,0,0,1.0,0,0.5,-1.0,-1.0,0,0,0,0.3273
211426,0,0,1.0,0.4226,0,0,1.0,0,0.1741,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0.866,0,0,0,0,0,0,0,0,0,1.0,0,0,-0.7559,0,0,0,0,0,0,-0.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0,0,0,0,0.4082,0,0,0,0,0,0,-0.3974,0.0,-0.866,0,0,0,-0.866,0,0
214786,0,0,-0.3333,0.383,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8165,0,0,0,0.1085,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0.0,-0.5,0,-0.9045,0,-1.0,0,0.5262,0.8729,0,0,1.0,0,1.0,0,0,0
220688,0,0,0,0.3664,0,0,0,0,0,0,1.0,0,0,0,-0.6831,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2774,0,-0.5,0,0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0.3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9934,0
224349,0,0,0,-0.5809,0,1.0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,-0.9129,0,0,1.0,0,1.0,0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7559,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0
225763,0,1.0,0.7746,-0.2315,0,0.717,0,0,0,0,0,0,0,0,0,0,0.7559,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,-0.8729,0,0,0,0,-1.0,0,0,0,-0.5774,0,0,-1.0,0,0,0.5,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0,-1.0,0,-1.0,-1.0,0.7559,0,0,0,0,-0.5,0,0,-0.7559,0,0,0,0
226965,0,0,0,0.1181,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,0,0,0,0,0,0,0,-1.0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227705,-1.0,0,0,-0.4389,-1.0,0.4108,0,0,0,0,0,0,0,1.0,0,0.1226,0,0,0,0,0,0,0.9449,0,-1.0,0,1.0,0,-0.9449,0.5,0,0,0,0,0,0,0.8315,1.0,0,-0.6934,0.5,0,0,1.0,-0.513,1.0,0.7777,1.0,0,0,0,0,0,0,0.0,0.189,0,0,0,0,0,0,0,0,0,-1.0,0,1.0,0,0.0,0,0,-1.0,1.0,1.0,-1.0,1.0,0.9045,0,0,0,0,0.402,0,-0.5,0,0,0,1.0,0,0
229741,0,0,-0.7559,-0.1764,0,-0.5,-1.0,0.5,1.0,-1.0,0,-0.5,-1.0,0,0.7502,0,0,0,0,0,0,0.3273,0,0,1.0,0.8165,0.0,0,0,0.1429,0,0,0.7071,0.866,0,-0.9707,0,0,-1.0,0,0,-1.0,0.7746,0,-0.8704,1.0,0,0,0,0,0,-0.866,0,0,0,0,-0.527,0,-0.7071,-0.5,1.0,0,0,0.9449,0.5,0,0,0,0.4082,-0.5,0.3162,0,0,0,-1.0,1.0,0,0,0,0,0,0,-0.5393,0,-0.3227,0,0,0,1.0,0.343,0
231210,0,0,0,-0.4053,0,-0.9685,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,-1.0,0,0,0,0.0,0,0,0.8093,0,0,0,-0.5774,0,0,0.0,0,-0.7559,0,1.0,0,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-1.0,0,-0.189,0.9177,0.9449,0,0,0,0,-1.0,0,1.0,0,1.0,0,0.7559,1.0,0,0,0,0,0,0,1.0,0,1.0,0,0
232945,0,0,0.5,-0.1581,0,-0.8783,0,0,0,0,0.4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.169,0,0,0,0,1.0,0,0,0.5774,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,-0.9045,0,0,-1.0,0,0.9045,0,0,1.0,0,0,0,0,-0.5,0,0,1.0,0,-1.0,0,0,0
235282,0,0,0,-0.1469,0,-0.866,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,0,-0.9623,0,0,0,-1.0,0,0,1.0,0,0.0,0,-1.0,0,0,1.0,0.5,0,-1.0,1.0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,-0.5447,0.189,0,0,0,0,0.7559,0,0,0,0.7559,0,1.0,0,0,0,0,0,0,0,-0.5384,0,0.9177,0,0
236340,0,0,0,-0.1925,0.8528,-0.5,0,0,-1.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,0,0.7559,0,0.6934,0,0,0,0,0,0,0,0,0.7559,0,1.0,0.0993,0.3739,0,0,0,-0.5,0,-0.866,0,-0.3015,0.5,-0.189,1.0,0,0,0,1.0,0,-0.9449,0,-0.5,0,0.803,0,0,0,1.0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0.866,0,0,0.0663,-1.0,0,0,0,0
236757,1.0,0,0,-0.1098,0,0.866,0,1.0,0,0,0,0,0,-1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-0.54,0,0,0,0,0,0,0,0,-0.803,0,0,1.0,0.982,0,1.0,0,0,0,1.0,0,0,0,0,0,0,-0.9959,1.0,0,0,-1.0,0.6623,0,-1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,-0.9878,1.0,-0.7071,0,0,0,0.5774,-1.0,0
241980,0,0,-1.0,-0.0655,0,-0.1741,0,0,0,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.4472,0,0,0,0.6547,0,0,0,0,0,0,0,0,0,-1.0,-0.5,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.5262,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.8006,1.0,1.0,0,0,0
242083,1.0,0,-1.0,-0.1417,0.8704,0.1612,0,0,-0.803,0,0,-0.189,0,0,0,0.5574,0,0,0,0,0,0.9449,0.6547,0,1.0,0,0,0,0.189,0,0,0,0,-0.866,-1.0,0.3244,0.8117,0,1.0,0.0,-0.3885,0,-1.0,0,-0.4886,-0.2646,0,-1.0,0,0,-1.0,0.2462,0,-0.8783,0.866,-0.21,1.0,0.0,0,-0.5222,0,0,0,0,0,0,0,1.0,-0.3974,0.8729,0,0,0,0,0.402,-0.5393,0,-0.5,0,0.866,-0.9878,0,1.0,-1.0,0.4213,0,-0.056,1.0,0,0,-1.0
245410,1.0,0,0,-0.3841,0,0,0,0,0.866,0,0,0,0,-0.5,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8165,0,0,0,0,0,0,0,0,1.0,0,0,0.189,0,-0.5774,0,0,0,0,0,0,1.0,0,0,1.0,0.0,0,0,1.0,0,0,0,-0.5,0,0,0,0.0,0,0,0,-0.5,0,0,0,0,0,0,0,1.0,0,-1.0,1.0,-0.0976,0.6124,0,0,0,0,1.0
255489,0,0,0,0.0943,0,-1.0,0,0,0.5,1.0,0,0,0,0.5,1.0,-0.982,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0.1572,1.0,0,0.6788,0,0,-1.0,0.5,0,1.0,0,1.0,0.1325,-0.189,0,0.9461,-1.0,0,-0.6708,0,0,-1.0,0.5,0,0.5,0,1.0,0,0.866,1.0,0,1.0,0,0.982,-1.0,1.0,0,-0.866,0.5,-0.866,0,0,0,0,0,-0.5,-0.3227,0,0,0,0,-0.7071,0,0.4213,-0.0976,1.0,0,0.189,0,-1.0,0,-1.0
258534,0,0.5,0.0,-0.3783,0,-0.6571,0,0,0,-1.0,-0.5,0,0,1.0,0,0.0,-1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,-1.0,0,-1.0,0,0,0.0,-0.5652,0,0,0,-1.0,0,0,0,0.5,0,-0.3885,0,0,0,0,0,0,0.866,0,-0.8165,0,0,0,0,0,0,0,0,-0.5,0,0,-1.0,0,1.0,0,0,0,0,0,0,0,1.0,0,0.0663,0,0.8006,0,0.6124,0,1.0,0,0.5,0,1.0,0
261829,0,0,0,0.1575,0,-0.3198,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.1894,0,0,-1.0,0.5474,0,0,0,0,0.5774,1.0,-0.866,0,0,0,0,0,0,0,1.0,0.5,0,0,0,-0.866,0,0,0,0,0,0,0,1.0,0,-0.4472,-1.0,0,0,0,0.0,-0.7559,0,0,0,1.0,0,-0.5384,-1.0,0,1.0,-0.056,0,0.189,0,1.0,0,1.0,0,0
265115,0,0,-1.0,0.618,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0.0,0,0,-1.0,0,0.4125,0,0,1.0,0.866,0,0,0,0,0,0,0,0,1.0,0,0.866,0,-1.0,0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,-1.0,0,0,0,1.0,1.0,0,0,0.5,0,1.0,0,0,0
270713,0,0,-0.6547,-0.3399,1.0,-0.0801,0,1.0,0,0,0,0,0,0,-1.0,1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,-1.0,0,0,1.0,0,0.1925,0,0.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,-1.0,0,0,0,-0.9959,0.5,1.0,-1.0,0,0,-0.866,0,0,0,0,0,1.0,1.0,1.0,0,0.9177,0,0.5774,0,0,0,-1.0,0,1.0,0,1.0,-1.0,0
271448,0,0,0,0.2407,0,0.0549,1.0,0.0,0,0,0,0,0,0,0,0,0,0.9707,0,0,0,0,-0.189,0,0,0,0,1.0,-1.0,0,0,1.0,-0.1667,0,0,0,0,0,0,0,0,-0.982,0.866,0,-0.189,0.5898,0,0,0,0,-0.5,-0.5,0,0,0,0,-1.0,0,-0.4286,1.0,0,1.0,0.0747,-0.9449,0,-1.0,-0.8165,0,0,0,0.9934,0,0,0,0,0.343,0,0,0,0,-1.0,0,0,0,0,1.0,0,0,-1.0,1.0,0
274004,0,0,0,-0.0161,0,-1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0,0,0,0,0,-0.9449,0,0,0.5222,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982,0,0,0.866,0,0,0,0,0,0,0,0,0,0.3273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,1.0,-1.0,0,0,0,0,0,1.0
